"Date","Reference","Category","Outcome","Type","Priority","Status","Score","Venue","Reported By","Assigned To","Severity","Area","Teams"
"30/04/2024 11:15","SEC000727","Security & Crime","Violence","Verbal Abuse","Low","Under Investigation","-","Automated Name 30_05-45-45","Satish Kumar","-","Minor","-","-"
"01/01/2020 11:05","SEC000726","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 30_05-36-01","Satish Kumar","Satish Kumar","Moderate","-","-"
"30/04/2024 11:03","SEC000725","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 30_05-33-49","Satish Kumar","-","Moderate","-","-"
"30/04/2024 11:01","SEC000724","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 30_05-32-08","Satish Kumar","-","Moderate","-","-"
"30/04/2024 11:00","SEC000723","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 30_05-30-39","Satish Kumar","-","Moderate","-","-"
"30/04/2024 10:58","SEC000722","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 30_05-28-38","Satish Kumar","-","Moderate","-","-"
"30/04/2024 10:56","SEC000721","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 30_05-27-15","Satish Kumar","-","Moderate","-","-"
"30/04/2024 10:55","SEC000720","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 30_05-25-47","Satish Kumar","-","Moderate","-","-"
"30/04/2024 10:54","SEC000719","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 30_05-24-54","Satish Kumar","-","Moderate","-","-"
"30/04/2024 10:53","SEC000718","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 30_05-23-56","Satish Kumar","-","Moderate","-","-"
"30/04/2024 10:52","AA000717","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 30_05-22-43","Satish Kumar","-","Major","-","-"
"30/04/2024 10:51","AA000716","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 30_05-21-52","Satish Kumar","-","Major","-","-"
"29/04/2024 20:52","SEC000715","Security & Crime","Violence","Verbal Abuse","Low","Under Investigation","-","Automated Name 29_20-53-05","Satish Kumar","-","Minor","-","-"
"01/01/2020 20:43","SEC000714","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 29_20-44-06","Satish Kumar","Satish Kumar","Moderate","-","-"
"29/04/2024 20:41","SEC000713","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 29_20-42-09","Satish Kumar","-","Moderate","-","-"
"29/04/2024 20:40","SEC000712","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 29_20-40-33","Satish Kumar","-","Moderate","-","-"
"29/04/2024 20:38","SEC000711","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 29_20-39-12","Satish Kumar","-","Moderate","-","-"
"29/04/2024 20:37","SEC000710","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 29_20-37-23","Satish Kumar","-","Moderate","-","-"
"29/04/2024 20:35","SEC000709","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 29_20-36-07","Satish Kumar","-","Moderate","-","-"
"29/04/2024 20:34","SEC000708","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 29_20-34-45","Satish Kumar","-","Moderate","-","-"
"29/04/2024 20:33","SEC000707","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 29_20-33-55","Satish Kumar","-","Moderate","-","-"
"29/04/2024 20:32","SEC000706","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 29_20-33-00","Satish Kumar","-","Moderate","-","-"
"29/04/2024 20:31","AA000705","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 29_20-31-48","Satish Kumar","-","Major","-","-"
"29/04/2024 20:30","AA000704","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 29_20-31-01","Satish Kumar","-","Major","-","-"
"26/04/2024 13:00","SEC000703","Security & Crime","Violence","Verbal Abuse","Low","Under Investigation","-","Automated Name 26_07-30-30","Satish Kumar","-","Minor","-","-"
"01/01/2020 12:51","SEC000702","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 26_07-21-28","Satish Kumar","Satish Kumar","Moderate","-","-"
"26/04/2024 12:49","SEC000701","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 26_07-19-29","Satish Kumar","-","Moderate","-","-"
"26/04/2024 12:47","SEC000700","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 26_07-17-59","Satish Kumar","-","Moderate","-","-"
"26/04/2024 12:46","SEC000699","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 26_07-16-43","Satish Kumar","-","Moderate","-","-"
"26/04/2024 12:44","SEC000698","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 26_07-14-54","Satish Kumar","-","Moderate","-","-"
"26/04/2024 12:43","SEC000697","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 26_07-13-44","Satish Kumar","-","Moderate","-","-"
"26/04/2024 12:42","SEC000696","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 26_07-12-30","Satish Kumar","-","Moderate","-","-"
"26/04/2024 12:41","SEC000695","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 26_07-11-46","Satish Kumar","-","Moderate","-","-"
"26/04/2024 12:40","SEC000694","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 26_07-10-57","Satish Kumar","-","Moderate","-","-"
"26/04/2024 12:39","AA000693","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 26_07-09-51","Satish Kumar","-","Major","-","-"
"26/04/2024 12:39","AA000692","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 26_07-09-14","Satish Kumar","-","Major","-","-"
"25/04/2024 16:48","SEC000691","Security & Crime","Violence","Verbal Abuse","Low","Under Investigation","-","Automated Name 25_11-18-30","Satish Kumar","-","Minor","-","-"
"01/01/2020 16:39","SEC000690","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_11-09-29","Satish Kumar","Satish Kumar","Moderate","-","-"
"25/04/2024 16:37","SEC000689","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_11-07-33","Satish Kumar","-","Moderate","-","-"
"25/04/2024 16:35","SEC000688","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_11-06-05","Satish Kumar","-","Moderate","-","-"
"25/04/2024 16:34","SEC000687","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_11-04-48","Satish Kumar","-","Moderate","-","-"
"25/04/2024 16:32","SEC000686","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_11-02-58","Satish Kumar","-","Moderate","-","-"
"25/04/2024 16:31","SEC000685","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_11-01-45","Satish Kumar","-","Moderate","-","-"
"25/04/2024 16:30","SEC000684","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_11-00-27","Satish Kumar","-","Moderate","-","-"
"25/04/2024 16:29","SEC000683","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_10-59-42","Satish Kumar","-","Moderate","-","-"
"25/04/2024 16:28","SEC000682","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_10-58-57","Satish Kumar","-","Moderate","-","-"
"25/04/2024 16:27","AA000681","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 25_10-57-50","Satish Kumar","-","Major","-","-"
"25/04/2024 16:27","AA000680","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 25_10-57-13","Satish Kumar","-","Major","-","-"
"25/04/2024 14:39","SEC000679","Security & Crime","Violence","Verbal Abuse","High","Emergency Services (On Scene)","-","Automated Name 25_09-09-27","Satish Kumar","-","Minor","-","-"
"01/01/2020 14:30","SEC000678","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_09-00-38","Satish Kumar","Satish Kumar","Moderate","-","-"
"25/04/2024 14:28","SEC000677","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_08-58-37","Satish Kumar","-","Moderate","-","-"
"25/04/2024 14:26","SEC000676","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_08-57-09","Satish Kumar","-","Moderate","-","-"
"25/04/2024 14:25","SEC000675","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_08-55-52","Satish Kumar","-","Moderate","-","-"
"25/04/2024 14:23","SEC000674","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_08-54-03","Satish Kumar","-","Moderate","-","-"
"25/04/2024 14:22","SEC000673","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_08-52-50","Satish Kumar","-","Moderate","-","-"
"25/04/2024 14:21","SEC000672","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_08-51-34","Satish Kumar","-","Moderate","-","-"
"25/04/2024 14:20","SEC000671","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_08-50-50","Satish Kumar","-","Moderate","-","-"
"25/04/2024 14:19","SEC000670","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_08-50-04","Satish Kumar","-","Moderate","-","-"
"25/04/2024 14:18","AA000669","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 25_08-48-58","Satish Kumar","-","Major","-","-"
"25/04/2024 14:18","AA000668","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 25_08-48-22","Satish Kumar","-","Major","-","-"
"25/04/2024 14:12","SEC000667","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_08-43-07","Satish Kumar","-","Moderate","-","-"
"25/04/2024 14:11","SEC000666","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_08-41-46","Satish Kumar","-","Moderate","-","-"
"25/04/2024 14:02","SEC000665","Security & Crime","Violence","Verbal Abuse","High","Under Investigation","-","Automated Name 25_08-32-13","Satish Kumar","-","Critical","-","-"
"01/01/2020 13:53","SEC000664","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_08-23-22","Satish Kumar","Satish Kumar","Moderate","-","-"
"25/04/2024 13:51","SEC000663","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_08-21-21","Satish Kumar","-","Moderate","-","-"
"25/04/2024 13:49","SEC000662","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_08-19-53","Satish Kumar","-","Moderate","-","-"
"25/04/2024 13:48","SEC000661","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_08-18-37","Satish Kumar","-","Moderate","-","-"
"25/04/2024 13:46","SEC000660","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_08-16-47","Satish Kumar","-","Moderate","-","-"
"25/04/2024 13:45","SEC000659","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_08-15-36","Satish Kumar","-","Moderate","-","-"
"25/04/2024 13:43","SEC000658","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_08-13-54","Satish Kumar","-","Moderate","-","-"
"25/04/2024 13:42","SEC000657","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 25_08-13-08","Satish Kumar","-","Moderate","-","-"
"25/04/2024 13:41","AA000656","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 25_08-12-02","Satish Kumar","-","Major","-","-"
"25/04/2024 13:41","AA000655","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 25_08-11-23","Satish Kumar","-","Major","-","-"
"01/01/2020 10:29","SEC000654","Security & Crime","Violence","Verbal Abuse","Emergency","New (Reported/Submitted)","-","Automated Name 12_05-00-04","Satish Kumar","Satish Kumar","Critical","-","-"
"12/04/2024 10:28","SEC000653","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 12_04-58-22","Satish Kumar","-","Moderate","-","-"
"12/04/2024 10:26","SEC000652","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 12_04-57-07","Satish Kumar","-","Moderate","-","-"
"12/04/2024 10:25","SEC000651","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 12_04-56-01","Satish Kumar","-","Moderate","-","-"
"12/04/2024 10:24","SEC000650","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 12_04-54-26","Satish Kumar","-","Moderate","-","-"
"12/04/2024 10:23","SEC000649","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 12_04-53-25","Satish Kumar","-","Moderate","-","-"
"12/04/2024 10:22","SEC000648","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 12_04-52-12","Satish Kumar","-","Moderate","-","-"
"12/04/2024 10:21","SEC000647","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 12_04-51-34","Satish Kumar","-","Moderate","-","-"
"12/04/2024 10:20","SEC000646","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 12_04-50-58","Satish Kumar","-","Moderate","-","-"
"12/04/2024 10:20","AA000645","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 12_04-50-14","Satish Kumar","-","Major","-","-"
"12/04/2024 10:19","AA000644","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 12_04-49-37","Satish Kumar","-","Major","-","-"
"09/04/2024 19:40","SEC000643","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 09_19-40-55","Satish Kumar","-","Moderate","-","-"
"04/04/2024 13:29","SEC000642","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Antharagange Main Road","Satish Kumar","-","Moderate","-","-"
"01/01/2020 13:17","SEC000641","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 04_07-47-26","Satish Kumar","-","Moderate","-","-"
"04/04/2024 13:15","SEC000640","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 04_07-45-52","Satish Kumar","-","Moderate","-","-"
"04/04/2024 13:14","SEC000639","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 04_07-44-40","Satish Kumar","-","Moderate","-","-"
"04/04/2024 13:13","SEC000638","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 04_07-43-36","Satish Kumar","-","Moderate","-","-"
"04/04/2024 13:11","SEC000637","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 04_07-42-08","Satish Kumar","-","Moderate","-","-"
